Year,County,Surgery,# of Cases (ICD 10)
2017,San Bernardino,Prostate,12
2017,San Bernardino,Rectum,8
2017,San Bernardino,Stomach,5
2017,San Bernardino,Bladder,7
2017,San Bernardino,Brain,11
2017,San Bernardino,Breast,83
2017,San Bernardino,Colon,26
2017,San Bernardino,Liver,3
2017,San Bernardino,Lung,7
2017,San Bernardino,Pancreas,1
2017,San Bernardino,Prostate,125
2017,San Bernardino,Rectum,9
2017,San Bernardino,Stomach,3
2017,San Bernardino,Bladder,2
2017,San Bernardino,Breast,49
2017,San Bernardino,Colon,25
2017,San Bernardino,Liver,1
2017,San Bernardino,Lung,4
2017,San Bernardino,Prostate,16
2017,San Bernardino,Rectum,9
2017,San Bernardino,Stomach,2
2017,San Bernardino,Brain,14
2017,San Bernardino,Breast,122
2017,San Bernardino,Colon,55
2017,San Bernardino,Liver,2
2017,San Bernardino,Lung,17
2017,San Bernardino,Prostate,21
2017,San Bernardino,Rectum,17
2017,San Bernardino,Stomach,6
2017,San Bernardino,Breast,33
2017,San Bernardino,Colon,11
2017,San Bernardino,Rectum,5
2017,San Diego,Brain,1
2017,San Diego,Breast,12
2017,San Diego,Colon,6
2017,San Diego,Esophagus,1
2017,San Diego,Lung,3
2017,San Diego,Prostate,1
2017,San Diego,Rectum,1
2017,San Diego,Bladder,2
2017,San Diego,Brain,19
2017,San Diego,Breast,105
2017,San Diego,Colon,53
2017,San Diego,Esophagus,3
2017,San Diego,Liver,2
2017,San Diego,Lung,16
2017,San Diego,Pancreas,13
2017,San Diego,Prostate,9
2017,San Diego,Rectum,10
2017,San Diego,Stomach,2
2017,San Diego,Bladder,7
2017,San Diego,Brain,29
2017,San Diego,Breast,501
2017,San Diego,Colon,88
2017,San Diego,Esophagus,6
2017,San Diego,Liver,15
2017,San Diego,Lung,68
2017,San Diego,Pancreas,9
2017,San Diego,Prostate,44
2017,San Diego,Rectum,33
2017,San Diego,Stomach,5
2017,San Diego,Bladder,23
2017,San Diego,Brain,22
2017,San Diego,Breast,152
2017,San Diego,Colon,49
2017,San Diego,Esophagus,2
2017,San Diego,Liver,2
2017,San Diego,Lung,10
2017,San Diego,Pancreas,1
2017,San Diego,Prostate,163
2017,San Diego,Rectum,6
2017,San Diego,Stomach,6
2017,San Diego,Brain,1
2017,San Diego,Breast,2
2017,San Diego,Colon,3
2017,San Diego,Prostate,1
2017,San Diego,Rectum,1
2017,San Diego,Breast,46
2017,San Diego,Colon,10
2017,San Diego,Prostate,1
2017,San Diego,Rectum,4
2017,San Diego,Bladder,5
2017,San Diego,Brain,14
2017,San Diego,Breast,151
2017,San Diego,Colon,47
2017,San Diego,Esophagus,4
2017,San Diego,Liver,21
2017,San Diego,Pancreas,14
2017,San Diego,Prostate,48
2017,San Diego,Rectum,25
2017,San Diego,Stomach,4
2017,San Diego,Brain,7
2017,San Diego,Breast,62
2017,San Diego,Colon,26
2017,San Diego,Liver,4
2017,San Diego,Lung,15
2017,San Diego,Pancreas,1
2017,San Diego,Prostate,3
2017,San Diego,Rectum,16
2017,San Diego,Stomach,2
2017,San Diego,Brain,28
2017,San Diego,Breast,296
2017,San Diego,Colon,42
2017,San Diego,Liver,2
2017,San Diego,Lung,31
2017,San Diego,Pancreas,1
2017,San Diego,Prostate,9
2017,San Diego,Rectum,22
2017,San Diego,Stomach,2
2017,San Diego,Bladder,17
2017,San Diego,Brain,14
2017,San Diego,Breast,138
2017,San Diego,Colon,87
2017,San Diego,Esophagus,1
2017,San Diego,Liver,6
2017,San Diego,Lung,18
2017,San Diego,Pancreas,5
2017,San Diego,Prostate,135
2017,San Diego,Rectum,35
2017,San Diego,Stomach,6
2017,San Diego,Brain,11
2017,San Diego,Breast,170
2017,San Diego,Colon,45
2017,San Diego,Esophagus,3
2017,San Diego,Liver,3
2017,San Diego,Lung,7
2017,San Diego,Pancreas,3
2017,San Diego,Prostate,2
2017,San Diego,Rectum,27
2017,San Diego,Stomach,11
2017,San Diego,Breast,3
2017,San Diego,Colon,6
2017,San Diego,Lung,1
2017,San Diego,Rectum,7
2017,San Diego,Bladder,8
2017,San Diego,Brain,31
2017,San Diego,Breast,506
2017,San Diego,Colon,99
2017,San Diego,Esophagus,4
2017,San Diego,Liver,18
2017,San Diego,Lung,27
2017,San Diego,Pancreas,8
2017,San Diego,Prostate,71
2017,San Diego,Rectum,32
2017,San Diego,Stomach,4
2017,San Diego,Bladder,1
2017,San Diego,Brain,5
2017,San Diego,Breast,89
2017,San Diego,Colon,34
2017,San Diego,Lung,9
2017,San Diego,Pancreas,1
2017,San Diego,Prostate,34
2017,San Diego,Rectum,17
2017,San Diego,Bladder,34
2017,San Diego,Brain,69
2017,San Diego,Breast,381
2017,San Diego,Colon,108
2017,San Diego,Esophagus,19
2017,San Diego,Liver,62
2017,San Diego,Lung,74
2017,San Diego,Pancreas,38
2017,San Diego,Prostate,151
2017,San Diego,Rectum,47
2017,San Diego,Stomach,23
2017,San Diego,Rectum,1
2017,San Francisco,Brain,23
2017,San Francisco,Breast,55
2017,San Francisco,Bladder,1
2017,San Francisco,Brain,23
2017,San Francisco,Breast,429
2017,San Francisco,Colon,85
2017,San Francisco,Esophagus,5
2017,San Francisco,Liver,65
2017,San Francisco,Lung,20
2017,San Francisco,Pancreas,43
2017,San Francisco,Prostate,10
2017,San Francisco,Rectum,34
2017,San Francisco,Stomach,13
2017,San Francisco,Breast,9
2017,San Francisco,Colon,7
2017,San Francisco,Prostate,1
2017,San Francisco,Rectum,2
2017,San Francisco,Colon,15
2017,San Francisco,Prostate,1
2017,San Francisco,Rectum,2
2017,San Francisco,Stomach,4
2017,San Francisco,Bladder,6
2017,San Francisco,Breast,198
2017,San Francisco,Colon,40
2017,San Francisco,Liver,27
2017,San Francisco,Pancreas,26
2017,San Francisco,Prostate,59
2017,San Francisco,Rectum,47
2017,San Francisco,Bladder,6
2017,San Francisco,Brain,7
2017,San Francisco,Breast,53
2017,San Francisco,Colon,23
2017,San Francisco,Liver,1
2017,San Francisco,Lung,4
2017,San Francisco,Pancreas,1
2017,San Francisco,Prostate,1
2017,San Francisco,Rectum,11
2017,San Francisco,Stomach,5
2017,San Francisco,Brain,2
2017,San Francisco,Breast,5
2017,San Francisco,Colon,7
2017,San Francisco,Prostate,1
2017,San Francisco,Rectum,2
2017,San Francisco,Stomach,1
2017,San Francisco,Bladder,1
2017,San Francisco,Breast,78
2017,San Francisco,Colon,6
2017,San Francisco,Liver,1
2017,San Francisco,Lung,4
2017,San Francisco,Prostate,1
2017,San Francisco,Rectum,4
2017,San Francisco,Stomach,2
2017,San Francisco,Bladder,61
2017,San Francisco,Brain,354
2017,San Francisco,Breast,459
2017,San Francisco,Colon,108
2017,San Francisco,Esophagus,28
2017,San Francisco,Liver,152
2017,San Francisco,Lung,97
2017,San Francisco,Pancreas,57
2017,San Francisco,Prostate,313
2017,San Francisco,Rectum,100
2017,San Francisco,Stomach,31
2017,San Joaquin,Breast,1
2017,San Joaquin,Colon,7
2017,San Joaquin,Liver,1
2017,San Joaquin,Pancreas,2
2017,San Joaquin,Rectum,5
2017,San Joaquin,Breast,34
2017,San Joaquin,Colon,9
2017,San Joaquin,Bladder,6
2017,San Joaquin,Breast,229
2017,San Joaquin,Colon,66
2017,San Joaquin,Esophagus,7
2017,San Joaquin,Liver,1
2017,San Joaquin,Lung,36
2017,San Joaquin,Pancreas,2
2017,San Joaquin,Prostate,4
2017,San Joaquin,Rectum,26
2017,San Joaquin,Stomach,2
2017,San Joaquin,Bladder,2
2017,San Joaquin,Breast,18
2017,San Joaquin,Colon,14
2017,San Joaquin,Prostate,27
2017,San Joaquin,Rectum,3
2017,San Joaquin,Bladder,8
2017,San Joaquin,Breast,86
2017,San Joaquin,Colon,39
2017,San Joaquin,Esophagus,4
2017,San Joaquin,Liver,5
2017,San Joaquin,Lung,22
2017,San Joaquin,Pancreas,1
2017,San Joaquin,Prostate,7
2017,San Joaquin,Rectum,23
2017,San Joaquin,Stomach,8
2017,San Joaquin,Brain,2
2017,San Joaquin,Breast,22
2017,San Joaquin,Colon,13
2017,San Joaquin,Liver,1
2017,San Joaquin,Pancreas,2
2017,San Joaquin,Prostate,2
2017,San Joaquin,Rectum,7
2017,San Joaquin,Breast,20
2017,San Joaquin,Colon,11
2017,San Joaquin,Rectum,3
2017,San Luis Obispo,Breast,10
2017,San Luis Obispo,Colon,10
2017,San Luis Obispo,Esophagus,1
2017,San Luis Obispo,Lung,3
2017,San Luis Obispo,Prostate,7
2017,San Luis Obispo,Rectum,1
2017,San Luis Obispo,Breast,6
2017,San Luis Obispo,Colon,9
2017,San Luis Obispo,Esophagus,1
2017,San Luis Obispo,Lung,2
2017,San Luis Obispo,Pancreas,3
2017,San Luis Obispo,Rectum,3
2017,San Luis Obispo,Stomach,1
2017,San Luis Obispo,Brain,22
2017,San Luis Obispo,Breast,30
2017,San Luis Obispo,Colon,19
2017,San Luis Obispo,Liver,1
2017,San Luis Obispo,Lung,9
2017,San Luis Obispo,Pancreas,3
2017,San Luis Obispo,Prostate,27
2017,San Luis Obispo,Rectum,4
2017,San Luis Obispo,Breast,35
2017,San Luis Obispo,Colon,11
2017,San Luis Obispo,Liver,1
2017,San Luis Obispo,Prostate,6
2017,San Luis Obispo,Rectum,4
2017,San Mateo,Bladder,3
2017,San Mateo,Brain,140
2017,San Mateo,Breast,93
2017,San Mateo,Colon,27
2017,San Mateo,Bladder,2
2017,San Mateo,Breast,144
2017,San Mateo,Colon,33
2017,San Mateo,Esophagus,2
2017,San Mateo,Rectum,13
2017,San Mateo,Stomach,36
2017,San Mateo,Breast,122
2017,San Mateo,Bladder,4
2017,San Mateo,Brain,3
2017,San Mateo,Breast,271
2017,San Mateo,Colon,34
2017,San Mateo,Esophagus,8
2017,San Mateo,Liver,4
2017,San Mateo,Lung,17
2017,San Mateo,Pancreas,10
2017,San Mateo,Prostate,11
2017,San Mateo,Rectum,19
2017,San Mateo,Stomach,4
2017,San Mateo,Brain,1
2017,San Mateo,Breast,51
2017,San Mateo,Colon,9
2017,San Mateo,Liver,1
2017,San Mateo,Lung,1
2017,San Mateo,Pancreas,1
2017,San Mateo,Rectum,2
2017,San Mateo,Stomach,3
2017,San Mateo,Brain,5
2017,San Mateo,Breast,17
2017,San Mateo,Colon,31
2017,San Mateo,Liver,2
2017,San Mateo,Lung,3
2017,San Mateo,Prostate,26
2017,San Mateo,Rectum,8
2017,San Mateo,Breast,19
2017,San Mateo,Colon,12
2017,San Mateo,Lung,2
2017,San Mateo,Prostate,1
2017,San Mateo,Rectum,4
2017,San Mateo,Stomach,6
2017,Santa Barbara,Breast,12
2017,Santa Barbara,Breast,11
2017,Santa Barbara,Colon,11
2017,Santa Barbara,Liver,1
2017,Santa Barbara,Rectum,3
2017,Santa Barbara,Brain,7
2017,Santa Barbara,Breast,190
2017,Santa Barbara,Colon,24
2017,Santa Barbara,Lung,3
2017,Santa Barbara,Prostate,40
2017,Santa Barbara,Rectum,3
2017,Santa Barbara,Stomach,3
2017,Santa Barbara,Bladder,2
2017,Santa Barbara,Brain,33
2017,Santa Barbara,Breast,62
2017,Santa Barbara,Colon,39
2017,Santa Barbara,Liver,4
2017,Santa Barbara,Lung,26
2017,Santa Barbara,Pancreas,5
2017,Santa Barbara,Prostate,37
2017,Santa Barbara,Rectum,17
2017,Santa Barbara,Stomach,3
2017,Santa Clara,Bladder,6
2017,Santa Clara,Brain,9
2017,Santa Clara,Breast,131
2017,Santa Clara,Colon,66
2017,Santa Clara,Liver,7
2017,Santa Clara,Lung,37
2017,Santa Clara,Pancreas,7
2017,Santa Clara,Prostate,101
2017,Santa Clara,Rectum,13
2017,Santa Clara,Stomach,5
2017,Santa Clara,Brain,17
2017,Santa Clara,Breast,179
2017,Santa Clara,Colon,61
2017,Santa Clara,Liver,5
2017,Santa Clara,Lung,25
2017,Santa Clara,Pancreas,9
2017,Santa Clara,Prostate,30
2017,Santa Clara,Rectum,16
2017,Santa Clara,Stomach,3
2017,Santa Clara,Bladder,4
2017,Santa Clara,Breast,185
2017,Santa Clara,Colon,60
2017,Santa Clara,Liver,12
2017,Santa Clara,Pancreas,10
2017,Santa Clara,Prostate,1
2017,Santa Clara,Rectum,12
2017,Santa Clara,Bladder,11
2017,Santa Clara,Breast,359
2017,Santa Clara,Colon,67
2017,Santa Clara,Esophagus,8
2017,Santa Clara,Liver,3
2017,Santa Clara,Lung,50
2017,Santa Clara,Pancreas,1
2017,Santa Clara,Prostate,110
2017,Santa Clara,Rectum,21
2017,Santa Clara,Stomach,1
2017,Santa Clara,Brain,4
2017,Santa Clara,Breast,34
2017,Santa Clara,Colon,23
2017,Santa Clara,Liver,3
2017,Santa Clara,Lung,18
2017,Santa Clara,Pancreas,4
2017,Santa Clara,Prostate,1
2017,Santa Clara,Rectum,11
2017,Santa Clara,Stomach,3
2017,Santa Clara,Brain,6
2017,Santa Clara,Breast,26
2017,Santa Clara,Colon,20
2017,Santa Clara,Liver,2
2017,Santa Clara,Lung,9
2017,Santa Clara,Prostate,3
2017,Santa Clara,Rectum,13
2017,Santa Clara,Stomach,6
2017,Santa Clara,Breast,27
2017,Santa Clara,Colon,8
2017,Santa Clara,Prostate,2
2017,Santa Clara,Rectum,7
2017,Santa Clara,Stomach,1
2017,Santa Clara,Bladder,9
2017,Santa Clara,Brain,17
2017,Santa Clara,Breast,126
2017,Santa Clara,Colon,46
2017,Santa Clara,Esophagus,2
2017,Santa Clara,Liver,5
2017,Santa Clara,Lung,10
2017,Santa Clara,Pancreas,4
2017,Santa Clara,Prostate,23
2017,Santa Clara,Rectum,18
2017,Santa Clara,Stomach,7
2017,Santa Clara,Bladder,74
2017,Santa Clara,Brain,101
2017,Santa Clara,Breast,561
2017,Santa Clara,Colon,99
2017,Santa Clara,Esophagus,48
2017,Santa Clara,Liver,137
2017,Santa Clara,Lung,131
2017,Santa Clara,Pancreas,73
2017,Santa Clara,Prostate,215
2017,Santa Clara,Rectum,103
2017,Santa Clara,Stomach,45
2017,Santa Cruz,Bladder,6
2017,Santa Cruz,Brain,16
2017,Santa Cruz,Breast,41
2017,Santa Cruz,Colon,19
2017,Santa Cruz,Liver,2
2017,Santa Cruz,Lung,17
2017,Santa Cruz,Prostate,21
2017,Santa Cruz,Rectum,6
2017,Santa Cruz,Stomach,1
2017,Santa Cruz,Breast,23
2017,Santa Cruz,Colon,9
2017,Santa Cruz,Prostate,1
2017,Santa Cruz,Rectum,1
2017,Santa Cruz,Stomach,1
2017,Shasta,Brain,26
2017,Shasta,Breast,27
2017,Shasta,Colon,27
2017,Shasta,Liver,2
2017,Shasta,Lung,22
2017,Shasta,Pancreas,2
2017,Shasta,Prostate,26
2017,Shasta,Rectum,5
2017,Shasta,Breast,79
2017,Shasta,Colon,10
2017,Shasta,Liver,1
2017,Shasta,Lung,9
2017,Shasta,Pancreas,1
2017,Shasta,Rectum,2
2017,Shasta,Stomach,1
2017,Siskiyou,Breast,13
2017,Siskiyou,Colon,5
2017,Siskiyou,Breast,3
2017,Siskiyou,Colon,4
2017,Solano,Bladder,3
2017,Solano,Breast,272
2017,Solano,Colon,41
2017,Solano,Esophagus,3
2017,Solano,Lung,18
2017,Solano,Prostate,1
2017,Solano,Rectum,20
2017,Solano,Bladder,4
2017,Solano,Brain,17
2017,Solano,Colon,17
2017,Solano,Liver,1
2017,Solano,Prostate,1
2017,Solano,Brain,10
2017,Solano,Breast,50
2017,Solano,Colon,20
2017,Solano,Lung,4
2017,Solano,Pancreas,1
2017,Solano,Prostate,1
2017,Solano,Rectum,1
2017,Solano,Breast,52
2017,Solano,Colon,21
2017,Solano,Lung,1
2017,Solano,Prostate,2
2017,Solano,Rectum,12
2017,Solano,Stomach,1
2017,Sonoma,Bladder,5
2017,Sonoma,Breast,146
2017,Sonoma,Colon,30
2017,Sonoma,Liver,1
2017,Sonoma,Prostate,2
2017,Sonoma,Rectum,3
2017,Sonoma,Stomach,1
2017,Sonoma,Breast,4
2017,Sonoma,Colon,2
2017,Sonoma,Rectum,5
2017,Sonoma,Stomach,1
2017,Sonoma,Brain,18
2017,Sonoma,Breast,144
2017,Sonoma,Colon,11
2017,Sonoma,Lung,3
2017,Sonoma,Prostate,14
2017,Sonoma,Rectum,2
2017,Sonoma,Colon,5
2017,Sonoma,Rectum,1
2017,Sonoma,Breast,76
2017,Sonoma,Colon,19
2017,Sonoma,Esophagus,3
2017,Sonoma,Lung,3
2017,Sonoma,Rectum,11
2017,Sonoma,Stomach,1
2017,Stanislaus,Bladder,2
2017,Stanislaus,Brain,14
2017,Stanislaus,Breast,163
2017,Stanislaus,Colon,42
2017,Stanislaus,Liver,4
2017,Stanislaus,Lung,14
2017,Stanislaus,Pancreas,6
2017,Stanislaus,Prostate,35
2017,Stanislaus,Rectum,22
2017,Stanislaus,Stomach,4
2017,Stanislaus,Breast,46
2017,Stanislaus,Colon,26
2017,Stanislaus,Liver,3
2017,Stanislaus,Pancreas,1
2017,Stanislaus,Prostate,1
2017,Stanislaus,Rectum,17
2017,Stanislaus,Stomach,1
2017,Stanislaus,Bladder,1
2017,Stanislaus,Brain,13
2017,Stanislaus,Breast,150
2017,Stanislaus,Colon,42
2017,Stanislaus,Esophagus,1
2017,Stanislaus,Liver,2
2017,Stanislaus,Lung,9
2017,Stanislaus,Pancreas,6
2017,Stanislaus,Prostate,4
2017,Stanislaus,Rectum,17
2017,Stanislaus,Stomach,2
2017,Stanislaus,Breast,4
2017,Stanislaus,Colon,3
2017,Stanislaus,Rectum,1
2017,Stanislaus,Breast,6
2017,Sutter,Breast,82
2017,Sutter,Colon,6
2017,Sutter,Rectum,2
2017,Tehama,Breast,6
2017,Tehama,Colon,7
2017,Tehama,Liver,1
2017,Tulare,Breast,124
2017,Tulare,Colon,37
2017,Tulare,Liver,2
2017,Tulare,Lung,3
2017,Tulare,Pancreas,2
2017,Tulare,Prostate,23
2017,Tulare,Rectum,16
2017,Tulare,Stomach,8
2017,Tulare,Breast,42
2017,Tulare,Colon,10
2017,Tulare,Rectum,2
2017,Tulare,Breast,2
2017,Tulare,Colon,1
2017,Tuolumne,Breast,69
2017,Tuolumne,Colon,6
2017,Tuolumne,Rectum,2
2017,Ventura,Bladder,4
2017,Ventura,Brain,9
2017,Ventura,Breast,160
2017,Ventura,Colon,41
2017,Ventura,Liver,1
2017,Ventura,Lung,18
2017,Ventura,Pancreas,2
2017,Ventura,Prostate,69
2017,Ventura,Rectum,17
2017,Ventura,Stomach,1
2017,Ventura,Bladder,2
2017,Ventura,Brain,17
2017,Ventura,Breast,140
2017,Ventura,Colon,40
2017,Ventura,Liver,8
2017,Ventura,Lung,19
2017,Ventura,Pancreas,6
2017,Ventura,Prostate,48
2017,Ventura,Rectum,16
2017,Ventura,Stomach,1
2017,Ventura,Colon,2
2017,Ventura,Breast,41
2017,Ventura,Colon,13
2017,Ventura,Pancreas,1
2017,Ventura,Rectum,2
2017,Ventura,Bladder,2
2017,Ventura,Brain,5
2017,Ventura,Breast,84
2017,Ventura,Colon,29
2017,Ventura,Liver,1
2017,Ventura,Lung,22
2017,Ventura,Prostate,14
2017,Ventura,Rectum,15
2017,Ventura,Stomach,1
2017,Ventura,Brain,3
2017,Ventura,Breast,6
2017,Ventura,Colon,14
2017,Ventura,Liver,1
2017,Ventura,Pancreas,1
2017,Ventura,Rectum,3
2017,Ventura,Brain,4
2017,Ventura,Breast,59
2017,Ventura,Colon,12
2017,Ventura,Esophagus,2
2017,Ventura,Liver,8
2017,Ventura,Pancreas,4
2017,Ventura,Prostate,14
2017,Ventura,Rectum,10
2017,Ventura,Stomach,3
2017,Yolo,Breast,16
2017,Yolo,Colon,2
2017,Yolo,Prostate,2
2017,Yolo,Rectum,1
2017,Yolo,Breast,42
2017,Yolo,Colon,6
2017,Yolo,Rectum,6
2017,Yuba,Bladder,1
2017,Yuba,Brain,2
2017,Yuba,Breast,25
2017,Yuba,Colon,17
2017,Yuba,Liver,4
2017,Yuba,Lung,16
2017,Yuba,Prostate,8
2017,Yuba,Rectum,8
2017,Yuba,Stomach,1
2018,,Bladder,938
2018,,Brain,3363
2018,,Breast,29349
2018,,Colon,7640
2018,,Esophagus,430
2018,,Liver,1616
2018,,Lung,3183
2018,,Pancreas,1089
2018,,Prostate,5332
2018,,Rectum,3323
2018,,Stomach,969
2018,Alameda,Breast,2
2018,Alameda,Stomach,1
2018,Alameda,Colon,3
2018,Alameda,Stomach,2
2018,Alameda,Colon,12
2018,Alameda,Pancreas,2
2018,Alameda,Prostate,2
2018,Alameda,Breast,60
2018,Alameda,Brain,6
2018,Alameda,Liver,1
2018,Alameda,Rectum,3
2018,Alameda,Rectum,11
2018,Alameda,Prostate,17
2018,Alameda,Colon,10
2018,Alameda,Bladder,1
2018,Alameda,Stomach,5
2018,Alameda,Lung,4
2018,Alameda,Brain,4
2018,Alameda,Breast,37
2018,Alameda,Rectum,1
2018,Alameda,Liver,9
2018,Alameda,Colon,63
2018,Alameda,Prostate,25
2018,Alameda,Rectum,28
2018,Alameda,Pancreas,13
2018,Alameda,Stomach,15
2018,Alameda,Breast,345
2018,Alameda,Lung,31
2018,Alameda,Esophagus,5
2018,Alameda,Bladder,1
2018,Alameda,Stomach,1
2018,Alameda,Breast,3
2018,Alameda,Rectum,3
2018,Alameda,Colon,7
2018,Alameda,Liver,2
2018,Alameda,Lung,1
2018,Alameda,Breast,23
2018,Alameda,Liver,1
2018,Alameda,Stomach,4
2018,Alameda,Prostate,4
2018,Alameda,Lung,3
2018,Alameda,Brain,4
2018,Alameda,Colon,24
2018,Alameda,Rectum,9
2018,Alameda,Colon,6
2018,Alameda,Rectum,5
2018,Alameda,Breast,2
2018,Alameda,Stomach,2
2018,Alameda,Stomach,1
2018,Alameda,Colon,15
2018,Alameda,Lung,8
2018,Alameda,Rectum,1
2018,Alameda,Breast,64
2018,Alameda,Liver,2
2018,Alameda,Colon,30
2018,Alameda,Rectum,4
2018,Alameda,Breast,115
2018,Alameda,Prostate,1
2018,Alameda,Bladder,2
2018,Alameda,Lung,8
2018,Alameda,Stomach,1
2018,Alameda,Pancreas,1
2018,Alameda,Prostate,1
2018,Alameda,Rectum,6
2018,Alameda,Colon,20
2018,Alameda,Liver,1
2018,Alameda,Breast,78
2018,Alameda,Brain,24
2018,Alameda,Bladder,16
2018,Alameda,Lung,103
2018,Alameda,Colon,76
2018,Alameda,Prostate,42
2018,Alameda,Esophagus,45
2018,Alameda,Liver,54
2018,Alameda,Breast,373
2018,Alameda,Pancreas,51
2018,Alameda,Stomach,4
2018,Alameda,Rectum,41
2018,Alameda,Colon,34
2018,Alameda,Breast,118
2018,Alameda,Prostate,1
2018,Alameda,Bladder,1
2018,Amador,Breast,1
2018,Amador,Rectum,3
2018,Amador,Colon,7
2018,Butte,Colon,12
2018,Butte,Rectum,1
2018,Butte,Lung,2
2018,Butte,Breast,57
2018,Butte,Prostate,74
2018,Butte,Lung,1
2018,Butte,Rectum,2
2018,Butte,Stomach,1
2018,Butte,Colon,14
2018,Butte,Bladder,2
2018,Butte,Breast,57
2018,Butte,Brain,14
2018,Butte,Lung,11
2018,Butte,Stomach,5
2018,Butte,Liver,5
2018,Butte,Rectum,28
2018,Butte,Breast,211
2018,Butte,Colon,33
2018,Butte,Pancreas,6
2018,Butte,Prostate,14
2018,Butte,Bladder,5
2018,Calaveras,Colon,4
2018,Calaveras,Rectum,1
2018,Calaveras,Breast,1
2018,Contra Costa,Colon,17
2018,Contra Costa,Breast,57
2018,Contra Costa,Rectum,5
2018,Contra Costa,Stomach,3
2018,Contra Costa,Pancreas,2
2018,Contra Costa,Rectum,1
2018,Contra Costa,Stomach,1
2018,Contra Costa,Bladder,1
2018,Contra Costa,Colon,9
2018,Contra Costa,Breast,24
2018,Contra Costa,Prostate,4
2018,Contra Costa,Colon,37
2018,Contra Costa,Rectum,7
2018,Contra Costa,Pancreas,2
2018,Contra Costa,Breast,82
2018,Contra Costa,Stomach,8
2018,Contra Costa,Liver,5
2018,Contra Costa,Lung,37
2018,Contra Costa,Prostate,2
2018,Contra Costa,Brain,51
2018,Contra Costa,Bladder,1
2018,Contra Costa,Prostate,7
2018,Contra Costa,Rectum,22
2018,Contra Costa,Liver,1
2018,Contra Costa,Pancreas,1
2018,Contra Costa,Colon,52
2018,Contra Costa,Breast,403
2018,Contra Costa,Bladder,5
2018,Contra Costa,Stomach,2
2018,Contra Costa,Colon,48
2018,Contra Costa,Prostate,28
2018,Contra Costa,Lung,33
2018,Contra Costa,Esophagus,11
2018,Contra Costa,Breast,21
2018,Contra Costa,Bladder,3
2018,Contra Costa,Rectum,29
2018,Contra Costa,Stomach,1
2018,Contra Costa,Prostate,5
2018,Contra Costa,Colon,22
2018,Contra Costa,Breast,101
2018,Contra Costa,Stomach,1
2018,Contra Costa,Lung,4
2018,Contra Costa,Rectum,6
2018,Contra Costa,Bladder,5
2018,Contra Costa,Stomach,1
2018,Contra Costa,Rectum,19
2018,Contra Costa,Colon,27
2018,Contra Costa,Prostate,5
2018,Contra Costa,Breast,119
2018,Del Norte,Colon,1
2018,Del Norte,Breast,2
2018,El Dorado,Prostate,15
2018,El Dorado,Rectum,1
2018,El Dorado,Colon,5
2018,El Dorado,Breast,14
2018,El Dorado,Lung,2
2018,El Dorado,Rectum,3
2018,El Dorado,Breast,25
2018,El Dorado,Colon,17
2018,El Dorado,Prostate,13
2018,Fresno,Prostate,25
2018,Fresno,Stomach,8
2018,Fresno,Pancreas,12
2018,Fresno,Breast,393
2018,Fresno,Lung,19
2018,Fresno,Esophagus,1
2018,Fresno,Bladder,1
2018,Fresno,Rectum,26
2018,Fresno,Colon,52
2018,Fresno,Liver,5
2018,Fresno,Colon,59
2018,Fresno,Lung,29
2018,Fresno,Brain,52
2018,Fresno,Pancreas,9
2018,Fresno,Liver,11
2018,Fresno,Breast,72
2018,Fresno,Esophagus,1
2018,Fresno,Stomach,5
2018,Fresno,Rectum,35
2018,Fresno,Prostate,30
2018,Fresno,Breast,156
2018,Fresno,Stomach,10
2018,Fresno,Rectum,31
2018,Fresno,Lung,13
2018,Fresno,Brain,7
2018,Fresno,Bladder,1
2018,Fresno,Prostate,42
2018,Fresno,Liver,3
2018,Fresno,Colon,41
2018,Fresno,Breast,80
2018,Fresno,Rectum,10
2018,Fresno,Bladder,1
2018,Fresno,Breast,106
2018,Fresno,Stomach,1
2018,Fresno,Colon,27
2018,Fresno,Brain,8
2018,Fresno,Liver,1
2018,Humboldt,Rectum,4
2018,Humboldt,Pancreas,1
2018,Humboldt,Colon,3
2018,Humboldt,Breast,4
2018,Humboldt,Lung,1
2018,Humboldt,Pancreas,1
2018,Humboldt,Rectum,3
2018,Humboldt,Liver,1
2018,Humboldt,Colon,9
2018,Humboldt,Breast,15
2018,Humboldt,Stomach,1
2018,Humboldt,Prostate,8
2018,Humboldt,Colon,23
2018,Humboldt,Pancreas,1
2018,Humboldt,Rectum,4
2018,Humboldt,Breast,92
2018,Humboldt,Esophagus,1
2018,Humboldt,Bladder,2
2018,Humboldt,Lung,8
2018,Humboldt,Brain,3
2018,Imperial,Stomach,1
2018,Imperial,Rectum,5
2018,Imperial,Prostate,11
2018,Imperial,Breast,14
2018,Imperial,Colon,13
2018,Imperial,Stomach,1
2018,Imperial,Brain,5
2018,Imperial,Prostate,1
2018,Imperial,Colon,5
2018,Imperial,Bladder,1
2018,Imperial,Breast,38
2018,Inyo,Breast,18
2018,Inyo,Colon,4
2018,Inyo,Rectum,2
2018,Kern,Colon,2
2018,Kern,Breast,10
2018,Kern,Breast,85
2018,Kern,Lung,7
2018,Kern,Rectum,8
2018,Kern,Stomach,4
2018,Kern,Brain,17
2018,Kern,Prostate,16
2018,Kern,Liver,2
2018,Kern,Bladder,1
2018,Kern,Colon,36
2018,Kern,Liver,1
